Category,pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric
Spyware-Transponder-0dcb10bb8760428a704587c3976c5c045315cca59333f6f31eb1690f21df8553-3.raw,70.561874,26.739973,6.5867176,0.0,149.38594,1881.9678,26.984203,10117.135,212.42485,0.0,457.601,3233.562,51.47498,728.0579,859.789,119.000046,729.4894,136.49097,210.1326,302.31287,49.874302,98.14554,49.874153,0.024701431,0.05216915,0.02470114,98.32233,18201.402,589.9349,13.991931,6.706002,-0.0045715524,28.427494,7.296885,32.427547,8.705999,33.560814,0.085190594,0.00012895298,0.36886922,0.08510499,0.42159522,0.12234948,0.43555677,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.00091502984,8.0
Trojan-Emotet-1b81fc96eb1d63b7dae849f186ed3f9536bdaa1b14d84148f910796c2541ff53-9.raw,44.561874,17.739973,9.567237,0.0,219.26971,1746.9678,39.524464,9636.135,223.61272,0.0,277.60104,3207.562,46.47498,808.0579,777.78894,107.000046,643.4894,120.49097,217.1326,274.31287,60.874302,104.14554,60.874153,0.03275802,0.057604477,0.03275773,5.3223243,692.5981,31.93486,1.1062169,-0.29399762,-0.0045715524,0.42749238,-0.17813085,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,0.002321643,0.096919864,0.050920907,0.13036199,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,-3.624817e-11,8.0
Spyware-Gator-1ba7b23529988a185fc446ce6edbf82aa767068366726041d913302ecfa7a606-5.raw,40.561874,15.739974,9.983147,0.0,221.6038,1588.9678,39.46992,8906.135,225.94681,0.0,219.60098,2995.562,42.47498,665.9884,724.789,102.000046,596.4894,124.49097,192.1326,269.31287,46.874302,86.14554,46.874153,0.02735002,0.05369985,0.02734973,1.322326,-389.15906,7.93487,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.064048946,0.00012895298,0.07630837,0.06396333,0.16880147,0.12174543,0.20330068,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Spyware-CWS-0cd1211e8a8c3cdd58042aee7168744b6fc09fa07e39b8f8901ff1d9820e8de0-6.raw,42.561874,15.739974,9.96767,0.0,223.33357,1656.9678,39.236588,9396.135,232.82059,0.0,439.601,3043.562,43.47498,669.0579,767.789,106.000046,644.4894,126.49097,202.1326,286.31287,46.874302,87.14554,46.874153,0.026291763,0.05232867,0.026291473,60.322327,17851.402,361.93488,12.106217,1.7060022,-0.0045715524,3.4274929,2.296885,7.427547,3.7059996,8.560812,0.039736044,0.00012895298,0.07079819,0.039650433,0.16510169,0.09637546,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Ransomware-Shade-631dddee179348056fc6a76b6b798b8d3253614f58c8ae765b0c89c5ed2cbb5f-1.raw,39.561874,14.739974,11.568403,0.0,234.24931,1601.9678,40.80069,9191.135,238.59232,0.0,223.60098,3085.562,41.47498,646.0348,851.789,100.000046,630.4894,121.49097,192.1326,266.31287,47.874302,86.14554,47.874153,0.027602052,0.053013764,0.02760176,1.322326,-127.71973,7.93487,0.7062172,1.7060022,-0.0045715524,2.4274926,2.296885,6.427547,3.7059996,7.5608125,0.043061987,0.00012895298,0.05532142,0.042976376,0.15235224,0.103027344,0.18912031,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,123.2814,86.67117,0.0022875748,8.0
Trojan-Scar-c272c4ea9d82140c139b018ee26269d4-9.raw,40.561874,15.739974,9.883146,0.0,221.65381,1574.9678,39.11992,8908.135,225.9968,0.0,234.60098,3003.562,42.47498,706.0579,716.789,99.000046,607.4894,117.49097,181.1326,245.31285,48.874302,88.14554,48.874153,0.029287688,0.056203578,0.029287396,4.3223243,659.5981,25.934862,1.2062169,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.10601078,0.055466365,0.14399835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,0.0022875748,8.0
Ransomware-Ako-0cbd68f41af67a5e7a782809f818b56ed09568549680d682e40f94aae667976f-6.raw,40.561874,15.739974,9.908146,0.0,221.70381,1598.9678,39.71992,8910.135,226.0468,0.0,226.60104,2985.562,42.47498,670.0232,722.789,104.000046,601.4894,120.49097,198.1326,265.31287,49.874302,90.14554,49.874153,0.02906398,0.055706657,0.029063687,2.322324,657.5981,13.934862,0.9412434,1.7060022,-0.0045715524,2.4274926,2.1781309,6.427547,3.7059996,7.5608125,0.041900545,0.00012895298,0.054159984,0.045297403,0.14886792,0.10070446,0.18447454,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,0.0022875748,8.0
Trojan-Zeus-1bfcbca94ed19590e6f153097f8096e15ab3f5e04c5f15cbf61388925ae5bce1-2.raw,39.561874,14.739974,10.850454,0.0,230.32625,1581.9678,40.28787,9038.135,234.66924,0.0,214.60104,3042.562,41.47498,649.0116,799.789,100.000046,624.4894,121.49097,191.1326,266.31287,47.874302,86.14554,47.874153,0.02795965,0.05366677,0.027959358,1.322326,264.43933,7.93487,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.065710075,0.00012895298,0.0779695,0.06562447,0.17267744,0.12451398,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Trojan-Emotet-2bbcef5b34edde6e38aca237571d7a4a491e8d6b444d4789df19153b1d9ca0ac-1.raw,43.561874,16.739973,10.809309,0.0,220.05672,1672.9678,38.709454,9464.135,224.3997,0.0,253.60104,3161.562,44.47498,684.9884,879.789,108.000046,639.4894,124.49097,198.1326,273.31287,54.874302,97.14554,54.874153,0.030425308,0.055952743,0.030425016,1.322326,656.5981,7.93487,0.8824869,0.7060025,-0.0045715524,1.4274927,1.296885,5.427547,2.706,7.5608125,0.017008776,0.00012895298,0.029268201,0.016923167,0.119647145,0.07364818,0.17581654,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Spyware-Transponder-0fa116f00db19024c3babd461c26841acea57039ae5acaaca10e1f3fbbcad9dc-9.raw,40.561874,15.739974,10.183146,0.0,227.6788,1579.9678,39.24492,9150.135,237.54103,0.0,430.60104,2976.562,41.47498,676.0579,745.78894,98.000046,640.4894,120.49097,186.1326,259.31287,44.874302,83.14554,44.874153,0.026683215,0.052925535,0.026682923,59.322327,17905.402,355.93488,11.906218,-0.29399762,-0.0045715524,1.4274927,0.29688466,5.427547,1.7060001,6.560813,-0.005718497,0.00012895298,0.023691814,-0.005804109,0.13101079,0.055466365,0.16899835,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,-3.624817e-11,8.0
Spyware-Transponder-1c1a3f69301adce60f120df5a9ece1e3a91bcd8a22f259ba28e7e54db98f3daf-8.raw,37.438126,14.739974,9.737094,0.0,192.03406,955.9677,33.615265,7080.1343,227.48148,0.0,361.60104,2077.562,30.47498,414.05792,618.789,82.000046,445.48938,96.49097,113.13259,205.31287,17.874302,32.145535,17.874151,0.063617565,0.11999859,0.06361727,7.3223243,120.401855,43.93486,8.706218,-0.29399762,-0.0045715524,1.4274927,0.29688466,5.427547,1.7060001,16.560814,-0.005718497,0.00012895298,0.030240346,-0.005804109,0.13758974,0.05809794,0.44136676,136.98082,378.44562,218.80453,26.017136,21.152489,110.15216,0.0,113.2814,55.671173,0.0022875748,8.0
Trojan-Refroso-b5cbc7a26aeb523a58ae74e0f97c878f-7.raw,37.561874,14.739974,10.293282,0.0,228.7261,1478.9678,39.651,8545.134,233.06909,0.0,202.60104,2896.562,39.47498,669.9884,687.78894,93.000046,586.4894,114.49097,175.1326,237.31287,44.874302,81.14554,44.874153,0.028513197,0.05500472,0.028512906,1.322326,-650.59814,7.93487,0.7062172,5.706002,-0.0045715524,6.4274926,6.2968845,10.4275465,7.706,11.560813,0.13381639,7.7371784e-05,0.14607581,0.13373078,0.23856892,0.19151287,0.27306813,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,86.67117,0.0022875748,8.0
Spyware-Gator-2baaf41b221fdd1813d527d670a3d772f3143e2758bd1cac1c8163eab095a5aa-6.raw,35.561874,13.739974,10.186718,0.0,196.05737,1317.9678,37.284206,6971.1343,200.40036,0.0,162.60104,2152.562,35.47498,465.05795,592.789,88.000046,425.48938,96.49097,113.13259,194.31285,45.874302,80.14554,45.874153,0.03223396,0.05970409,0.03223367,1.322326,656.5981,7.93487,0.7649738,-0.29399762,-0.0045715524,0.42749238,0.05937697,4.4275465,1.7060001,4.560813,-0.005718497,0.00012895298,0.006540931,-0.0023216445,0.12029649,0.06260922,0.1368555,136.98082,378.44562,218.80453,25.982864,21.152489,110.15216,0.0,113.2814,87.67117,0.0022875748,8.0
Spyware-TIBS-03d5ee287fdddbfbc90cd0547b7dd0dffe3f47af2095015eca70cafb4d1ae254-7.raw,26.438126,8.739974,14.232221,0.0,282.76215,1180.0322,44.356007,6692.8657,287.10513,0.0,120.60104,2715.562,29.47498,540.0579,697.789,72.000046,525.60846,108.49097,149.1326,223.31287,31.874304,58.145535,31.874151,0.023256022,0.04605772,0.02325573,0.32232597,-651.598,1.9348733,0.7062172,-0.29399762,0.004571553,0.42749238,-0.29688478,4.4275465,1.7060001,4.560813,-0.005718497,-0.00012895299,0.006540931,0.005804108,0.15415893,0.07954044,0.17918354,137.98082,389.44562,221.19547,25.982864,24.152489,115.84784,0.0,120.7186,87.67117,0.0022875748,8.0
Spyware-Transponder-0fa116f00db19024c3babd461c26841acea57039ae5acaaca10e1f3fbbcad9dc-1.raw,42.561874,15.739974,11.158147,0.0,226.4288,1678.9678,39.760395,8367.865,235.99132,0.0,238.60098,3140.562,43.579983,656.0579,895.789,105.000046,680.4894,127.49097,198.1326,286.31287,48.874302,89.14554,48.874153,0.026895637,0.052418,0.026895346,49.322327,1755.1588,295.93488,9.906218,1.7060022,-0.0045715524,3.4274929,2.296885,7.427547,3.7059996,8.560812,0.039736044,0.00012895298,0.073414564,0.039650433,0.16510169,0.09637546,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.00091502984,8.0
Trojan-Scar-47217c4054978cac28ba5a1aa63d1091-4.raw,41.561874,15.739974,9.8898535,0.0,221.11174,1637.9678,39.71626,9094.135,225.45473,0.0,220.60098,3061.562,43.47498,667.0,741.789,104.000046,632.4894,127.49097,195.1326,274.31287,47.874302,88.14554,47.874153,0.027014052,0.05315362,0.027013762,1.322326,133.71967,7.93487,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.06246332,-3.2510533e-12,0.07472275,0.06237771,0.16510169,0.11910273,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,121.2814,86.67117,0.0022875748,8.0
Ransomware-Ako-0c7b6d7b943cda8b2456adb2d851e344f744bcf75055f4dc8e9750c9ad8af1c0-4.raw,43.561874,16.739973,9.3441925,0.0,210.33577,1640.9678,37.965267,9048.135,224.33278,0.0,231.60098,3025.562,43.47498,666.0579,731.789,105.000046,609.4894,124.49097,200.1326,272.31287,49.874302,90.14554,49.874153,0.028209982,0.05433483,0.028209692,2.322324,396.15894,13.934862,0.7062172,0.7060025,-0.0045715524,3.4274929,0.8812461,7.427547,2.706,8.560812,0.017008776,0.00012895298,0.07472275,0.023888094,0.16510169,0.07364818,0.1985438,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,-0.0022875746,8.0
Ransomware-Conti-0f4962a72ed8b8f44f2d4635d2cea8016f3177301c1bbbe68b95aef12fc85314-1.raw,42.561874,15.739974,10.943861,0.0,222.76215,1648.9678,39.04611,8792.0,227.10513,0.0,248.60104,3138.562,44.47498,664.0579,865.78894,106.000046,638.4894,121.49097,193.1326,267.31287,48.874302,90.14554,48.874153,0.02739764,0.053949285,0.027397348,1.322326,656.5981,7.93487,0.7649738,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.101248875,0.053085413,0.1368555,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Ransomware-Maze-5e9a93f1b684f3a54e07c69757784fccfc7afd442d5f11b3d70e46ef9c3cb93b-1.raw,39.561874,14.739974,11.619685,0.0,234.96727,1598.9678,40.723766,9219.135,239.31026,0.0,221.60104,3096.562,41.47498,653.0232,857.789,100.000046,630.4894,121.49097,192.1326,267.31287,48.874302,87.14554,48.874153,0.028257761,0.05369868,0.028257469,1.322326,-389.15906,7.93487,0.7062172,4.7060027,-0.0045715524,5.427492,5.296885,9.4275465,6.7060003,10.560813,0.10791786,0.00012895298,0.12017729,0.10783225,0.21055624,0.16455728,0.24399836,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Trojan-Emotet-2bb304df664cc36f8fa38309cc61a413f111e3ab51309da0d9a2148e1e8381a0-1.raw,32.561874,12.739974,12.439397,0.0,205.77254,1200.9678,37.06992,6734.1343,210.11554,0.0,140.60098,2012.562,32.47498,406.05795,680.78894,82.000046,396.4894,93.49097,102.13261,193.31287,37.874302,69.14554,37.874153,0.029026618,0.056663252,0.029026328,0.32232597,263.43927,1.9348733,0.7062172,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,7.5608125,0.07999579,0.00012895298,0.09225521,0.07991018,0.20601079,0.1483235,0.22256978,136.98082,385.44562,219.80453,25.982864,23.152489,114.15216,0.0,115.2814,87.67117,0.0022875748,8.0
Trojan-Refroso-0a67fedbfc133bd8a5e680521014bfe8-9.raw,35.22475,12.739974,10.415289,0.0,219.82881,1382.7806,39.512775,6644.8657,224.1718,0.0,172.60098,2592.562,36.47498,559.0579,621.78894,88.000046,510.48938,107.49097,135.1326,225.31287,41.874302,76.14554,41.874153,0.027632102,0.053750895,0.02763181,0.32232597,655.5981,1.9348733,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.05937697,4.4275465,1.7060001,4.560813,-0.005718497,0.00012895298,0.006540931,-0.0023216445,0.12029649,0.06260922,0.1368555,137.98082,389.44562,221.19547,25.982864,24.152489,116.15216,0.0,119.2814,87.67117,0.0022875748,8.0
Ransomware-Pysa-9c1573268f4e5fe752f2c96f43290bcf87b5d15c4f604c307ffac6a3633e6c98-9.raw,42.561874,17.739973,9.801003,0.0,217.85738,1583.9678,37.49849,8009.8657,238.00256,0.0,432.60104,2976.562,42.105003,687.0579,750.789,98.000046,640.4894,120.49097,186.1326,259.31287,45.874302,84.14554,45.874153,0.027288493,0.053499583,0.0272882,87.32233,20351.402,523.9349,17.506216,-0.29399762,-0.0045715524,3.4274929,0.29688466,7.427547,1.7060001,8.560812,-0.005718497,0.00012895298,0.07404494,-0.005804109,0.17267744,0.053085413,0.20828407,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,119.2814,85.67117,-0.0022875746,8.0
Ransomware-Pysa-24a29f6004ca21d14c02899b2d00ec6bc85ecc340e0cdf8cf77a5bce6f4938c4-9.raw,37.561874,14.739974,10.320309,0.0,227.96935,1477.9678,39.623974,8517.134,232.31235,0.0,202.60104,2892.562,39.47498,662.0116,683.789,93.000046,586.4894,114.49097,175.1326,237.31287,44.874302,81.14554,44.874153,0.02861413,0.055190157,0.028613837,1.322326,264.43933,7.93487,0.7062172,-0.29399762,-0.0045715524,0.42749238,0.29688466,4.4275465,1.7060001,5.560813,-0.005718497,0.00012895298,0.006540931,-0.005804109,0.11411888,0.059520416,0.15616052,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,118.2814,86.67117,0.0022875748,8.0
Trojan-Refroso-d05728b7cf25999002c899ae63ff9b6f-2.raw,41.561874,16.739973,10.621561,0.0,225.62393,1660.9678,40.277237,9279.135,229.96692,0.0,227.60098,3062.3372,43.47498,680.9536,824.789,105.000046,650.4894,127.49097,192.1326,274.31287,49.874302,90.14554,49.874153,0.027758148,0.053506467,0.027757857,12.322326,505.15887,73.93487,2.5062172,0.764802,-0.0045715524,1.4274927,1.296885,5.427547,2.706,6.560813,0.018091029,0.00012895298,0.029042266,0.018005418,0.1250584,0.07689494,0.16066502,137.98082,389.44562,220.92181,25.982864,24.152489,116.15216,0.0,122.2814,85.67117,0.0022875748,8.0
Trojan-Scar-940031d1f698ef92d0c76c762cb41bff-7.raw,37.561874,14.739974,11.833822,0.0,251.59097,1660.9678,43.886017,9391.135,255.93396,0.0,225.60104,3106.4497,39.47498,707.0,823.789,96.000046,599.4894,138.49097,189.1326,257.31287,55.874302,92.14554,55.874153,0.031670794,0.05525142,0.0316705,10.322324,534.8784,61.93486,0.7971262,2.7060025,-0.0045715524,3.4274929,3.2968848,7.427547,4.706,8.560812,0.0692815,0.00012895298,0.06845907,0.0691959,0.18101078,0.13046636,0.21899836,137.98082,389.44562,220.84363,25.982864,24.152489,116.15216,0.0,121.2814,85.67117,-0.00045751492,8.0
Ransomware-Shade-67b1e0fcad9f5c7c4eb74fe8bd93d9a0f05678fc587f299f51a0bea460cf8cb8-9.raw,42.887627,16.739973,9.530239,0.0,211.68462,1605.9678,38.0223,8901.135,225.8218,0.0,237.60104,3002.562,39.47498,665.0579,731.789,102.000046,599.4894,117.49097,192.1326,256.31287,49.874302,85.14554,49.874153,0.04091328,0.0713305,0.040912986,0.32232597,655.5981,1.9348733,0.7062172,2.2939978,-0.0045715524,2.4274926,1.7624921,6.427547,3.7059996,11.560813,0.038725942,0.00012895298,0.05098538,0.03864033,0.13934411,0.094355255,0.26066503,137.98082,389.44562,220.80453,25.982864,24.152489,116.15216,0.0,120.2814,54.671173,0.0022875748,8.0
