pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category,Class
40.15719,15.609961,10.066488,0.0,229.1432,1610.0,39.26829,8569.0,209.0,0.0,647.0,2993.0,44.0,675.0,727.0,103.0,642.0,126.0,182.0,268.0,46.0,86.0,46.0,0.02782819,0.05202662,0.02782819,0.48348644,-977.3971,2.902292,0.5593254,1.5590034,-0.006857329,2.6412392,1.5546726,6.6413207,3.5589995,7.3412185,0.037933875,0.00019342946,0.056323033,0.03780546,0.14855106,0.101222806,0.17704403,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-4.raw,Malware
40.84281,15.609961,10.11222,0.0,229.6432,1561.0,39.025,8380.0,209.5,0.0,645.0,2930.0,43.0,670.0,708.0,101.0,608.0,123.0,179.0,263.0,46.0,85.0,46.0,0.02876798,0.053158224,0.02876798,0.48348644,-977.3971,2.902292,0.5593254,3.4409966,-0.006857329,3.6412392,2.5546725,7.6413207,4.5589995,8.341219,0.06118969,0.00019342946,0.07957885,0.061061274,0.17180687,0.124478616,0.20029986,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-5.raw,Malware
38.15719,14.609961,10.23722,0.0,231.68167,1526.0,39.128204,8250.0,211.53847,0.0,641.0,2897.0,42.0,665.0,700.0,100.0,600.0,119.0,177.0,258.0,45.0,83.0,45.0,0.028883183,0.05327343,0.028883183,0.48348644,-977.3971,2.902292,0.5593254,3.5590034,-0.006857329,4.641239,3.5546727,8.641321,5.5589995,9.341218,0.08444551,0.00019342946,0.10283466,0.08431709,0.19506268,0.14773443,0.22355567,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,121.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-6.raw,Malware
36.15719,14.609961,10.3723545,0.0,236.38646,1449.0,39.162163,8001.0,216.24324,0.0,628.0,2822.0,40.0,673.0,666.0,92.0,596.0,113.0,162.0,231.0,44.0,80.0,44.0,0.029931974,0.054421768,0.029931974,0.48348644,-977.3971,2.902292,0.5593254,5.5590034,-0.006857329,6.6412396,6.4453273,10.64132,7.5589995,11.341219,0.13095714,0.00019342946,0.14934629,0.13082872,0.24157432,0.19424605,0.2700673,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,119.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-7.raw,Malware
36.15719,14.609961,10.3723545,0.0,236.30537,1449.0,39.162163,7998.0,216.16216,0.0,631.0,2822.0,40.0,673.0,668.0,92.0,596.0,113.0,163.0,231.0,44.0,80.0,44.0,0.030013643,0.054570258,0.030013643,0.48348644,-977.3971,2.902292,0.5593254,0.55900335,-0.006857329,1.641239,0.5546725,5.6413207,2.5589995,6.3412185,0.017738037,0.00019342946,0.03612719,0.01760962,0.14059512,0.087146915,0.17520805,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,119.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-8.raw,Malware
36.15719,14.609961,10.480463,0.0,236.41348,1449.0,39.162163,8002.0,216.27026,0.0,631.0,2828.0,40.0,673.0,672.0,92.0,596.0,113.0,162.0,231.0,44.0,80.0,44.0,0.030075189,0.05468216,0.030075189,0.48348644,-977.3971,2.902292,0.5593254,0.55900335,-0.006857329,1.641239,0.5546725,5.6413207,2.5589995,6.3412185,0.017738037,0.00019342946,0.03612719,0.01760962,0.14059512,0.087146915,0.17520805,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,119.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-01ad1e424c18c8881cc26e1506da10d3e7a9a9c17833e230be71e3c21bd6da6e-9.raw,Malware
32.157185,12.609961,12.388735,0.0,209.53716,1194.0,36.18182,6250.0,189.39394,0.0,565.0,1942.0,34.0,432.0,668.0,84.0,410.0,95.0,90.0,187.0,35.0,67.0,35.0,0.02850163,0.054560263,0.02850163,-0.516514,-978.3971,-3.097708,0.5593254,1.5590034,-0.006857329,2.6412392,1.5546726,6.6413207,4.4410005,6.3412185,0.048565105,0.00019342946,0.06695426,0.048436686,0.18044475,0.106086165,0.19099753,137.0,385.0,219.7068,26.025703,23.0,114.0,0.0,116.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-1.raw,Malware
36.15719,13.609961,10.318301,0.0,231.98105,1456.0,39.351353,7838.0,211.83784,0.0,614.0,2787.0,40.0,657.0,635.0,91.0,546.0,113.0,153.0,235.0,41.0,77.0,41.0,0.027406417,0.05147059,0.027406417,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.11712428,0.062253606,0.12613267,138.0,395.0,220.7068,26.025703,24.0,116.0,0.0,120.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-10.raw,Malware
32.157185,12.609961,12.449341,0.0,209.9614,1194.0,36.18182,6264.0,189.81818,0.0,568.0,1949.0,34.0,434.0,669.0,84.0,410.0,95.0,90.0,187.0,36.0,68.0,36.0,0.029292107,0.055329535,0.029292107,-0.516514,-978.3971,-3.097708,0.5593254,0.44099668,-0.006857329,0.64123905,0.4453274,4.6413207,2.4410005,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.1302283,0.06880561,0.14251268,137.0,392.0,219.7068,26.025703,23.0,114.0,0.0,116.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-2.raw,Malware
32.157185,12.609961,10.570553,0.0,200.84018,1196.0,36.242424,5963.0,180.69698,0.0,557.0,1875.0,34.0,440.0,548.0,84.0,410.0,95.0,90.0,187.0,36.0,68.0,36.0,0.029244518,0.055239644,0.029244518,-0.516514,982.3971,-3.097708,0.5593254,0.44099668,-0.006857329,0.64123905,-0.44532752,4.6413207,2.4410005,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.1302283,0.06880561,0.14251268,137.0,392.0,219.7068,26.025703,23.0,114.0,0.0,116.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-3.raw,Malware
32.157185,12.609961,10.358432,0.0,199.71896,1196.0,36.242424,5926.0,179.57576,0.0,556.0,1861.0,34.0,440.0,528.0,84.0,410.0,95.0,90.0,187.0,36.0,68.0,36.0,0.029244518,0.055239644,0.029244518,-0.516514,982.3971,-3.097708,0.5593254,0.44099668,-0.006857329,0.64123905,-0.44532752,4.6413207,2.4410005,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.1302283,0.06880561,0.14251268,137.0,390.0,219.7068,26.025703,23.0,114.0,0.0,116.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-4.raw,Malware
32.157185,12.609961,10.903887,0.0,210.50685,1247.0,37.78788,6282.0,190.36363,0.0,564.0,2042.0,34.0,457.0,576.0,84.0,427.0,95.0,93.0,191.0,38.0,70.0,38.0,0.029595016,0.054517135,0.029595016,-0.516514,982.3971,-3.097708,0.5593254,0.44099668,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.1302283,0.06880561,0.14251268,137.0,383.0,218.7068,26.025703,21.0,110.0,0.0,115.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-5.raw,Malware
34.15719,12.609961,10.608648,0.0,206.0575,1298.0,37.085712,6507.0,185.91429,0.0,571.0,2102.0,36.0,470.0,592.0,88.0,457.0,103.0,94.0,195.0,38.0,72.0,38.0,0.02846442,0.053932585,0.02846442,-0.516514,-978.3971,-3.097708,0.5593254,0.44099668,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.123301886,0.04894331,0.13385467,138.0,383.0,218.7068,26.025703,21.0,110.0,0.0,117.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-6.raw,Malware
35.84281,12.609961,10.694363,0.0,219.71465,1330.0,38.0,6985.0,199.57143,0.0,585.0,2386.0,37.0,541.0,599.0,87.0,480.0,105.0,113.0,210.0,39.0,73.0,39.0,0.028508771,0.053362574,0.028508771,-0.516514,982.3971,-3.097708,0.5593254,1.4409966,-0.006857329,1.641239,0.5546725,5.6413207,3.4410005,6.3412185,0.019200025,0.00019342946,0.03758918,0.01907161,0.14790507,0.091532886,0.18544197,138.0,394.0,220.7068,26.025703,24.0,116.0,0.0,118.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-7.raw,Malware
34.15719,12.609961,10.580077,0.0,224.20035,1347.0,38.485714,7142.0,204.05714,0.0,585.0,2471.0,37.0,579.0,599.0,87.0,501.0,105.0,114.0,215.0,38.0,72.0,38.0,0.027456647,0.05202312,0.027456647,-0.516514,982.3971,-3.097708,0.5593254,0.44099668,-0.006857329,0.64123905,-0.44532752,4.6413207,2.4410005,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.123301886,0.06534241,0.1624261,138.0,395.0,221.7068,26.025703,24.0,116.0,0.0,118.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-8.raw,Malware
36.15719,13.609961,10.426409,0.0,228.08916,1423.0,38.45946,7694.0,207.94595,0.0,614.0,2743.0,40.0,630.0,640.0,91.0,517.0,112.0,145.0,225.0,42.0,80.0,42.0,0.028688526,0.05464481,0.028688526,0.48348644,983.39716,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,4.341219,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.11712428,0.062253606,0.12613267,138.0,395.0,220.7068,26.025703,24.0,116.0,0.0,120.0,87.50676,-0.0034313619,8.0,Ransomware-Conti-01b327c395d566b656553a5ea377c3ea254f3e11c4482c62364bd3bf08b2dff5-9.raw,Malware
41.15719,15.609961,10.975315,0.0,228.73845,1613.0,38.404762,8761.0,208.59525,0.0,667.0,3043.0,45.0,680.0,839.0,105.0,648.0,120.0,177.0,262.0,48.0,89.0,48.0,0.028915662,0.053614456,0.028915662,0.48348644,983.39716,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.10425427,0.0558186,0.13385467,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-1.raw,Malware
36.15719,14.609961,10.345328,0.0,235.1432,1445.0,39.054054,7955.0,215.0,0.0,626.0,2811.0,40.0,673.0,664.0,92.0,594.0,113.0,162.0,230.0,42.0,78.0,42.0,0.02878684,0.053461276,0.02878684,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.11712428,0.062253606,0.1531597,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,119.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-10.raw,Malware
41.15719,15.609961,10.427696,0.0,226.02417,1602.0,38.142857,8647.0,205.88095,0.0,667.0,3008.0,45.0,680.0,793.0,105.0,642.0,120.0,177.0,262.0,48.0,89.0,48.0,0.02910855,0.053972103,0.02910855,0.48348644,983.39716,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.10425427,0.0558186,0.13385467,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-2.raw,Malware
43.15719,16.60996,9.805402,0.0,219.6432,1665.0,37.840908,8778.0,199.5,0.0,670.0,3051.0,47.0,694.0,768.0,109.0,651.0,126.0,181.0,270.0,47.0,90.0,47.0,0.027469316,0.05260082,0.027469316,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.099925265,0.053654097,0.12736116,138.0,389.0,220.7068,25.974297,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-3.raw,Malware
43.15719,16.60996,9.373584,0.0,213.52957,1608.0,36.545456,8510.0,197.90698,0.0,667.0,2970.0,46.0,689.0,719.0,107.0,614.0,123.0,178.0,265.0,46.0,88.0,46.0,0.027845036,0.053268764,0.027845036,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,1.641239,-0.44532752,5.6413207,1.5589995,6.3412185,-0.008577751,0.00019342946,0.032538675,-0.008706166,0.12265254,0.053654097,0.15008844,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-4.raw,Malware
42.15719,16.60996,9.51629,0.0,217.72461,1607.0,37.372093,8496.0,197.58139,0.0,666.0,2963.0,46.0,689.0,713.0,107.0,614.0,123.0,178.0,265.0,46.0,88.0,46.0,0.027895695,0.053365678,0.027895695,0.48348644,-977.3971,2.902292,0.5593254,-0.4409965,-0.006857329,0.64123905,-0.44532752,4.6413207,1.5589995,5.3412185,-0.008577751,0.00019342946,0.009811404,-0.008706166,0.10203943,0.05471118,0.13053241,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,122.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-5.raw,Malware
41.15719,15.609961,9.689601,0.0,220.3813,1575.0,37.5,8410.0,200.2381,0.0,664.0,2935.0,45.0,707.0,704.0,106.0,610.0,119.0,176.0,260.0,45.0,86.0,45.0,0.02793296,0.053382993,0.02793296,0.48348644,983.39716,2.902292,0.5593254,0.55900335,-0.006857329,1.641239,0.5546725,5.6413207,2.5589995,6.3412185,0.014678063,0.00019342946,0.033067215,0.014549646,0.12529524,0.077966996,0.15378822,138.0,389.0,220.7068,26.025703,24.0,116.0,0.0,121.0,86.50676,-0.0034313619,8.0,Ransomware-Conti-0a0fdaa740d6814ca5d5333865535920474714d31fe9421eb2e36ecb3bd27312-6.raw,Malware
