pslist.nproc_original,pslist.nppid_original,pslist.avg_threads_original,pslist.nprocs64bit_original,pslist.avg_handlers_original,dlllist.ndlls_original,dlllist.avg_dlls_per_proc_original,handles.nhandles_original,handles.avg_handles_per_proc_original,handles.nport_original,handles.nfile_original,handles.nevent_original,handles.ndesktop_original,handles.nkey_original,handles.nthread_original,handles.ndirectory_original,handles.nsemaphore_original,handles.ntimer_original,handles.nsection_original,handles.nmutant_original,ldrmodules.not_in_load_original,ldrmodules.not_in_init_original,ldrmodules.not_in_mem_original,ldrmodules.not_in_load_avg_original,ldrmodules.not_in_init_avg_original,ldrmodules.not_in_mem_avg_original,malfind.ninjections_original,malfind.commitCharge_original,malfind.protection_original,malfind.uniqueInjections_original,psxview.not_in_pslist_original,psxview.not_in_eprocess_pool_original,psxview.not_in_ethread_pool_original,psxview.not_in_pspcid_list_original,psxview.not_in_csrss_handles_original,psxview.not_in_session_original,psxview.not_in_deskthrd_original,psxview.not_in_pslist_false_avg_original,psxview.not_in_eprocess_pool_false_avg_original,psxview.not_in_ethread_pool_false_avg_original,psxview.not_in_pspcid_list_false_avg_original,psxview.not_in_csrss_handles_false_avg_original,psxview.not_in_session_false_avg_original,psxview.not_in_deskthrd_false_avg_original,modules.nmodules_original,svcscan.nservices_original,svcscan.kernel_drivers_original,svcscan.fs_drivers_original,svcscan.process_services_original,svcscan.shared_process_services_original,svcscan.interactive_process_services_original,svcscan.nactive_original,callbacks.ncallbacks_original,callbacks.nanonymous_original,callbacks.ngeneric_original,pslist.nproc_adversarial,pslist.nppid_adversarial,pslist.avg_threads_adversarial,pslist.nprocs64bit_adversarial,pslist.avg_handlers_adversarial,dlllist.ndlls_adversarial,dlllist.avg_dlls_per_proc_adversarial,handles.nhandles_adversarial,handles.avg_handles_per_proc_adversarial,handles.nport_adversarial,handles.nfile_adversarial,handles.nevent_adversarial,handles.ndesktop_adversarial,handles.nkey_adversarial,handles.nthread_adversarial,handles.ndirectory_adversarial,handles.nsemaphore_adversarial,handles.ntimer_adversarial,handles.nsection_adversarial,handles.nmutant_adversarial,ldrmodules.not_in_load_adversarial,ldrmodules.not_in_init_adversarial,ldrmodules.not_in_mem_adversarial,ldrmodules.not_in_load_avg_adversarial,ldrmodules.not_in_init_avg_adversarial,ldrmodules.not_in_mem_avg_adversarial,malfind.ninjections_adversarial,malfind.commitCharge_adversarial,malfind.protection_adversarial,malfind.uniqueInjections_adversarial,psxview.not_in_pslist_adversarial,psxview.not_in_eprocess_pool_adversarial,psxview.not_in_ethread_pool_adversarial,psxview.not_in_pspcid_list_adversarial,psxview.not_in_csrss_handles_adversarial,psxview.not_in_session_adversarial,psxview.not_in_deskthrd_adversarial,psxview.not_in_pslist_false_avg_adversarial,psxview.not_in_eprocess_pool_false_avg_adversarial,psxview.not_in_ethread_pool_false_avg_adversarial,psxview.not_in_pspcid_list_false_avg_adversarial,psxview.not_in_csrss_handles_false_avg_adversarial,psxview.not_in_session_false_avg_adversarial,psxview.not_in_deskthrd_false_avg_adversarial,modules.nmodules_adversarial,svcscan.nservices_adversarial,svcscan.kernel_drivers_adversarial,svcscan.fs_drivers_adversarial,svcscan.process_services_adversarial,svcscan.shared_process_services_adversarial,svcscan.interactive_process_services_adversarial,svcscan.nactive_adversarial,callbacks.ncallbacks_adversarial,callbacks.nanonymous_adversarial,callbacks.ngeneric_adversarial
39,15,11.35897436,0,221.2820513,1566,40.15384615,8630,221.2820513,0,643,3010,42,660,831,99,640,120,178,260,47,85,47,0.029156328,0.052729529,0.029156328,3,3,18,1.0,5,0,5,5,9,7,11,0.113636364,0.0,0.113636364,0.113636364,0.204545455,0.159090909,0.25,138,389,221,26,24,116,0,122,87,0,8,38.719063,14.869987,11.438047,0.0,227.99646,1566.0,40.153847,8630.0,221.28206,0.0,643.0,3010.0,42.0,660.0,831.0,99.0,640.0,120.0,178.0,260.0,47.0,85.0,47.0,0.029156327,0.05272953,0.029156327,2.1611621,-323.79907,12.96743,0.8531084,4.8530016,-0.0022857764,5.2137465,4.8515577,9.213774,6.853,10.780406,0.11077711,6.447648e-05,0.11690683,0.11073431,0.20755085,0.16182409,0.24699917,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
37,15,10.08108108,0,215.4324324,1449,39.16216216,7971,215.4324324,0,629,2818,40,673,661,92,596,113,162,231,44,80,44,0.030095759,0.054719562,0.030095759,3,3,18,1.0,0,0,0,0,4,2,6,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.162162162,138,389,221,26,24,116,0,119,87,0,8,36.719063,14.869987,10.160154,0.0,222.14684,1449.0,39.162163,7971.0,215.43243,0.0,629.0,2818.0,40.0,673.0,661.0,92.0,596.0,113.0,162.0,231.0,44.0,80.0,44.0,0.03009576,0.054719564,0.03009576,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.15916133,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
39,15,10.69230769,0,218.1282051,1555,39.87179487,8507,218.1282051,0,643,2973,42,660,778,99,634,120,178,260,47,85,47,0.029356652,0.053091818,0.029356652,3,3,18,1.0,3,0,3,3,7,5,9,0.071428571,0.0,0.071428571,0.071428571,0.166666667,0.119047619,0.214285714,138,389,221,26,24,116,0,122,87,0,8,38.719063,14.869987,10.771381,0.0,224.8426,1555.0,39.871796,8507.0,218.1282,0.0,643.0,2973.0,42.0,660.0,778.0,99.0,634.0,120.0,178.0,260.0,47.0,85.0,47.0,0.029356653,0.053091817,0.029356653,2.1611621,-323.79907,12.96743,0.8531084,2.853001,-0.0022857764,3.2137463,2.8515575,7.2137737,4.8529997,8.780406,0.068569325,6.447648e-05,0.07469904,0.068526514,0.16967206,0.121780805,0.21128489,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
41,16,10.19512195,0,211.6829268,1619,39.48780488,8679,211.6829268,0,647,3030,44,675,772,103,645,126,182,268,47,87,47,0.028228228,0.052252252,0.028228228,3,3,18,1.0,3,0,3,3,7,5,9,0.068181818,0.0,0.068181818,0.068181818,0.159090909,0.113636364,0.204545455,138,389,221,26,24,116,0,122,87,0,8,41.280937,15.869987,10.274196,0.0,218.39732,1619.0,39.487804,8679.0,211.68292,0.0,647.0,3030.0,44.0,675.0,772.0,103.0,645.0,126.0,182.0,268.0,47.0,87.0,47.0,0.028228229,0.05225225,0.028228229,2.1611621,-323.79907,12.96743,0.8531084,2.853001,-0.0022857764,3.2137463,2.8515575,7.2137737,4.8529997,8.780406,0.06532257,6.447648e-05,0.07145228,0.06527976,0.1620963,0.116369545,0.20154463,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
41,16,9.829268293,0,209.0,1610,39.26829268,8569,209.0,0,647,2993,44,675,727,103,642,126,182,268,46,86,46,0.027828191,0.052026618,0.027828191,3,3,18,1.0,2,0,2,2,6,4,8,0.046511628,0.0,0.046511628,0.046511628,0.139534884,0.093023256,0.186046512,138,389,221,26,24,116,0,122,87,0,8,40.719063,15.869987,9.908341,0.0,215.7144,1610.0,39.26829,8569.0,209.0,0.0,647.0,2993.0,44.0,675.0,727.0,103.0,642.0,126.0,182.0,268.0,46.0,86.0,46.0,0.02782819,0.05202662,0.02782819,2.1611621,-323.79907,12.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,3.853,7.780406,0.043652378,6.447648e-05,0.049782097,0.04360957,0.14254028,0.09575644,0.18304569,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
40,16,9.875,0,209.5,1561,39.025,8380,209.5,0,645,2930,43,670,708,101,608,123,179,263,46,85,46,0.02876798,0.053158224,0.02876798,3,3,18,1.0,3,0,3,3,7,5,9,0.069767442,0.0,0.069767442,0.069767442,0.162790698,0.11627907,0.209302326,138,389,221,26,24,116,0,122,87,0,8,40.280937,15.869987,9.954073,0.0,216.2144,1561.0,39.025,8380.0,209.5,0.0,645.0,2930.0,43.0,670.0,708.0,101.0,608.0,123.0,179.0,263.0,46.0,85.0,46.0,0.02876798,0.053158224,0.02876798,2.1611621,-323.79907,12.96743,0.8531084,3.146999,-0.0022857764,3.2137463,2.8515575,7.2137737,4.8529997,8.780406,0.066908196,6.447648e-05,0.07303791,0.066865385,0.16579609,0.11901225,0.2063015,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,122.0,86.83559,-0.0011437874,8.0
39,15,10.0,0,211.5384615,1526,39.12820513,8250,211.5384615,0,641,2897,42,665,700,100,600,119,177,258,45,83,45,0.028883184,0.053273427,0.028883184,3,3,18,1.0,4,0,4,4,8,6,10,0.093023256,0.0,0.093023256,0.093023256,0.186046512,0.139534884,0.23255814,138,389,221,26,24,116,0,121,87,0,8,38.719063,14.869987,10.079073,0.0,218.25287,1526.0,39.128204,8250.0,211.53847,0.0,641.0,2897.0,42.0,665.0,700.0,100.0,600.0,119.0,177.0,258.0,45.0,83.0,45.0,0.028883183,0.05327343,0.028883183,2.1611621,-323.79907,12.96743,0.8531084,3.853001,-0.0022857764,4.2137465,3.8515575,8.213774,5.8529997,9.780406,0.090164006,6.447648e-05,0.096293725,0.0901212,0.1890519,0.14226806,0.22955732,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,121.0,86.83559,-0.0011437874,8.0
37,15,10.13513514,0,216.2432432,1449,39.16216216,8001,216.2432432,0,628,2822,40,673,666,92,596,113,162,231,44,80,44,0.029931973,0.054421769,0.029931973,3,3,18,1.0,6,0,6,6,10,8,12,0.139534884,0.0,0.139534884,0.139534884,0.23255814,0.186046512,0.279069767,138,389,221,26,24,116,0,119,87,0,8,36.719063,14.869987,10.214209,0.0,222.95764,1449.0,39.162163,8001.0,216.24324,0.0,628.0,2822.0,40.0,673.0,666.0,92.0,596.0,113.0,162.0,231.0,44.0,80.0,44.0,0.029931974,0.054421768,0.029931974,2.1611621,-323.79907,12.96743,0.8531084,5.853001,-0.0022857764,6.2137465,6.1484423,10.213774,7.853,11.780406,0.13667564,6.447648e-05,0.14280535,0.13663283,0.23556353,0.1887797,0.27606896,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
37,15,10.13513514,0,216.1621622,1449,39.16216216,7998,216.1621622,0,631,2822,40,673,668,92,596,113,163,231,44,80,44,0.030013643,0.054570259,0.030013643,3,3,18,1.0,1,0,1,1,5,3,7,0.026315789,0.0,0.026315789,0.026315789,0.131578947,0.078947368,0.184210526,138,389,221,26,24,116,0,119,87,0,8,36.719063,14.869987,10.214209,0.0,222.87657,1449.0,39.162163,7998.0,216.16216,0.0,631.0,2822.0,40.0,673.0,668.0,92.0,596.0,113.0,163.0,231.0,44.0,80.0,44.0,0.030013643,0.054570258,0.030013643,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,1.2137463,0.8515575,5.2137737,2.853,6.780406,0.023456538,6.447648e-05,0.029586257,0.023413735,0.13458434,0.08168055,0.1812097,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
37,15,10.24324324,0,216.2702703,1449,39.16216216,8002,216.2702703,0,631,2828,40,673,672,92,596,113,162,231,44,80,44,0.030075188,0.05468216,0.030075188,3,3,18,1.0,1,0,1,1,5,3,7,0.026315789,0.0,0.026315789,0.026315789,0.131578947,0.078947368,0.184210526,138,389,221,26,24,116,0,119,87,0,8,36.719063,14.869987,10.322316,0.0,222.98468,1449.0,39.162163,8002.0,216.27026,0.0,631.0,2828.0,40.0,673.0,672.0,92.0,596.0,113.0,162.0,231.0,44.0,80.0,44.0,0.030075189,0.05468216,0.030075189,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,1.2137463,0.8515575,5.2137737,2.853,6.780406,0.023456538,6.447648e-05,0.029586257,0.023413735,0.13458434,0.08168055,0.1812097,138.0,389.0,220.90227,26.008568,24.0,116.0,0.0,119.0,86.83559,-0.0011437874,8.0
33,13,12.15151515,0,189.3939394,1194,36.18181818,6250,189.3939394,0,565,1942,34,432,668,84,410,95,90,187,35,67,35,0.028501629,0.054560261,0.028501629,2,2,12,1.0,2,0,2,2,6,4,7,0.057142857,0.0,0.057142857,0.057142857,0.171428571,0.114285714,0.2,137,385,220,26,23,114,0,116,88,0,8,32.719063,12.869987,12.230588,0.0,196.10835,1194.0,36.18182,6250.0,189.39394,0.0,565.0,1942.0,34.0,432.0,668.0,84.0,410.0,95.0,90.0,187.0,35.0,67.0,35.0,0.02850163,0.054560263,0.02850163,1.1611617,-324.79907,6.967432,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,4.1470003,6.780406,0.054283608,6.447648e-05,0.060413323,0.0542408,0.17443396,0.11155253,0.19699918,137.0,385.0,219.90227,26.008568,23.0,114.0,0.0,116.0,87.83559,-0.0011437874,8.0
37,14,10.08108108,0,211.8378378,1456,39.35135135,7838,211.8378378,0,614,2787,40,657,635,91,546,113,153,235,41,77,41,0.027406417,0.051470588,0.027406417,3,3,18,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.108108108,0.054054054,0.135135135,138,395,221,26,24,116,0,120,88,0,8,36.719063,13.869987,10.160154,0.0,218.55225,1456.0,39.351353,7838.0,211.83784,0.0,614.0,2787.0,40.0,657.0,635.0,91.0,546.0,113.0,153.0,235.0,41.0,77.0,41.0,0.027406417,0.05147059,0.027406417,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.13213432,138.0,395.0,220.90227,26.008568,24.0,116.0,0.0,120.0,87.83559,-0.0011437874,8.0
33,13,12.21212121,0,189.8181818,1194,36.18181818,6264,189.8181818,0,568,1949,34,434,669,84,410,95,90,187,36,68,36,0.029292107,0.055329536,0.029292107,2,2,12,1.0,0,0,0,0,4,2,5,0.0,0.0,0.0,0.0,0.121212121,0.060606061,0.151515152,137,392,220,26,23,114,0,116,88,0,8,32.719063,12.869987,12.291195,0.0,196.5326,1194.0,36.18182,6264.0,189.81818,0.0,568.0,1949.0,34.0,434.0,669.0,84.0,410.0,95.0,90.0,187.0,36.0,68.0,36.0,0.029292107,0.055329535,0.029292107,1.1611617,-324.79907,6.967432,0.8531084,0.14699891,-0.0022857764,0.21374631,0.14844252,4.2137737,2.1470003,4.7804065,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.12421751,0.06333925,0.14851433,137.0,392.0,219.90227,26.008568,23.0,114.0,0.0,116.0,87.83559,-0.0011437874,8.0
