pslist.nproc,pslist.nppid,pslist.avg_threads,pslist.nprocs64bit,pslist.avg_handlers,dlllist.ndlls,dlllist.avg_dlls_per_proc,handles.nhandles,handles.avg_handles_per_proc,handles.nport,handles.nfile,handles.nevent,handles.ndesktop,handles.nkey,handles.nthread,handles.ndirectory,handles.nsemaphore,handles.ntimer,handles.nsection,handles.nmutant,ldrmodules.not_in_load,ldrmodules.not_in_init,ldrmodules.not_in_mem,ldrmodules.not_in_load_avg,ldrmodules.not_in_init_avg,ldrmodules.not_in_mem_avg,malfind.ninjections,malfind.commitCharge,malfind.protection,malfind.uniqueInjections,psxview.not_in_pslist,psxview.not_in_eprocess_pool,psxview.not_in_ethread_pool,psxview.not_in_pspcid_list,psxview.not_in_csrss_handles,psxview.not_in_session,psxview.not_in_deskthrd,psxview.not_in_pslist_false_avg,psxview.not_in_eprocess_pool_false_avg,psxview.not_in_ethread_pool_false_avg,psxview.not_in_pspcid_list_false_avg,psxview.not_in_csrss_handles_false_avg,psxview.not_in_session_false_avg,psxview.not_in_deskthrd_false_avg,modules.nmodules,svcscan.nservices,svcscan.kernel_drivers,svcscan.fs_drivers,svcscan.process_services,svcscan.shared_process_services,svcscan.interactive_process_services,svcscan.nactive,callbacks.ncallbacks,callbacks.nanonymous,callbacks.ngeneric,Category
40.719063,15.869987,9.396147,0.0,206.61684,1540.4839,36.885773,8486.567,213.8109,0.0,434.3005,2922.281,42.737488,687.52893,686.8945,98.50002,609.7553,116.74548,168.56631,236.65643,44.937153,84.07277,44.937077,0.028066594,0.054275893,0.028066447,3.1611621,-322.79895,18.96743,0.8531084,1.8530011,-0.0022857764,3.2137463,1.8515575,7.2137737,3.853,8.780406,0.043652378,6.447648e-05,0.07303791,0.04360957,0.16579609,0.09575644,0.2063015,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,119.1407,86.83559,-0.0011437874,8.0,Ransomware-Maze-90ad41db130a82a3bf67030ec08c0d0523abaaaf6d62c34f2919f8a8b47b7621-7.raw
40.280937,15.869987,9.854074,0.0,214.7144,1571.4839,38.59004,8609.567,216.8859,0.0,848.6995,2961.281,42.737488,668.471,712.89453,101.50002,610.7553,123.74548,184.56631,265.65643,45.937153,85.07277,45.937077,0.027728548,0.052114047,0.027728403,2.1611621,-323.79907,12.96743,0.8531084,4.8530016,-0.0022857764,5.2137465,5.1484423,9.213774,6.853,10.780406,0.10825186,6.447648e-05,0.114381574,0.10820905,0.20300539,0.15828875,0.24144362,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,121.1407,85.83559,-0.0011437874,8.0,Spyware-CWS-0b8053b0d7bd926ec78dee7509bc87e046da16f50136eac953786ef3ad8d9680-4.raw
41.719063,15.869987,10.793359,0.0,216.30965,1652.4839,39.23734,9092.567,218.48114,0.0,453.30054,3102.281,44.737488,678.529,850.8945,105.50002,652.7553,120.74548,185.5663,264.65643,50.937153,92.07277,50.937077,0.029224306,0.053521357,0.029224161,3.1611621,-322.79895,18.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,3.853,7.780406,0.042595293,6.447648e-05,0.048725013,0.04255249,0.13936903,0.09364227,0.17881736,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,85.83559,-0.0011437874,8.0,Ransomware-Shade-163bb163dad4695902732cb55203d4b7d3dd3079344a8af35f9208d4559a594e-1.raw
36.719063,14.869987,10.295289,0.0,222.0117,1462.4839,38.79612,8255.567,224.1832,0.0,417.3005,2856.281,39.737488,660.529,681.8945,92.50002,598.7553,113.74548,169.56631,233.65643,42.937153,79.07277,42.937077,0.028317839,0.053909235,0.028317694,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,2.1470003,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.15916133,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,119.1407,86.83559,-0.0011437874,8.0,Spyware-180solutions-0bff46578b5d84c060258b7af65942b2142d0a9a75b65d3a69ea1eb5de0a308f-9.raw
37.280937,14.869987,10.079073,0.0,221.11981,1461.4839,38.769093,8222.567,223.2913,0.0,833.6995,2849.281,39.737488,657.529,670.8945,92.50002,591.2447,113.74548,167.56631,233.65643,43.937153,80.07277,43.937077,0.029043172,0.05466839,0.029043024,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,1.2137463,1.1484425,5.2137737,2.853,6.780406,0.023456538,6.447648e-05,0.029586257,0.023413735,0.13458434,0.08168055,0.1812097,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,118.1407,86.83559,-0.0011437874,8.0,Ransomware-Maze-698a02fabce2df9843f0ddeb0c990d2a12145b737de9e04e51ae711667e181fe-8.raw
45.719063,17.869987,9.296465,0.0,206.4318,1775.4839,37.95417,9476.567,208.60329,0.0,493.3005,3219.281,48.737488,782.529,789.8945,114.50002,649.7553,125.74548,220.56631,290.65643,57.937153,103.07277,57.937077,0.031217383,0.05618209,0.031217236,6.161162,365.79907,36.96743,1.2531085,0.8530011,-0.0022857764,1.2137463,0.8515575,5.2137737,2.853,6.780406,0.024135847,6.447648e-05,0.024547063,0.01837454,0.10938837,0.06656297,0.14593534,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,121.1407,86.83559,-0.0011437874,8.0,Trojan-Emotet-1b81fc96eb1d63b7dae849f186ed3f9536bdaa1b14d84148f910796c2541ff53-6.raw
44.280937,17.869987,9.624528,0.0,204.64622,1673.4839,37.94405,8998.567,206.81772,0.0,880.6995,3046.281,46.737488,696.52893,768.8945,110.50002,639.2447,128.74548,182.4337,271.65643,57.937153,101.07277,57.937077,0.033021063,0.05823533,0.033020917,2.1611621,-323.79907,12.96743,0.8531084,0.8530011,-0.0022857764,1.2137463,0.8515575,5.2137737,2.853,6.780406,0.019362971,6.447648e-05,0.025492689,0.019320166,0.114116505,0.063933484,0.15255474,137.99042,389.2228,220.90227,25.991432,24.076244,116.07608,0.0,121.1407,85.83559,-0.0011437874,8.0,Spyware-Transponder-0d5382e606298784d20381da2c224da5f66659186cb3e65dfba025502c88e730-5.raw
36.719063,14.869987,10.295289,0.0,222.63332,1465.4839,39.44712,8278.567,224.80482,0.0,419.3005,2866.281,39.737488,665.529,679.8945,92.50002,591.2447,113.74548,168.56631,234.65643,44.937153,81.07277,44.937077,0.029625904,0.054197583,0.029625759,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.15916133,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,119.1407,85.83559,-0.0011437874,8.0,Ransomware-Maze-7a6ecc67f61b1bd431ffcc84c0a5f790893148a5af3ec3285e60e7ae66bcaeeb-10.raw
36.719063,14.869987,10.241236,0.0,221.4171,1462.4839,38.79612,8233.567,223.58861,0.0,415.3005,2849.281,39.737488,660.529,672.8945,92.50002,589.2447,113.74548,168.56631,233.65643,43.937153,80.07277,43.937077,0.02900277,0.054594167,0.029002625,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.111113496,0.056787238,0.15916133,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,119.1407,86.83559,-0.0011437874,8.0,Trojan-Reconyc-0821a59c4f777494a7261683e3d872e0-9.raw
39.719063,15.869987,9.629073,0.0,211.4394,1536.4839,37.715042,8478.567,213.6109,0.0,440.3005,2913.281,42.737488,690.529,684.8945,98.50002,608.7553,116.74548,172.56631,236.65643,45.937153,85.07277,45.937077,0.02882853,0.055136494,0.028828384,2.1611621,-323.79907,12.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,3.853,7.780406,0.0447598,6.447648e-05,0.050889514,0.04471699,0.14586253,0.097971275,0.18747537,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,119.1407,85.83559,-0.0011437874,8.0,Ransomware-Conti-0dd18b55b3bf093f1a2892b99f7cfa547812619b01e1b6e9b966e91e488af184-8.raw
40.719063,15.869987,10.249805,0.0,217.66562,1637.4839,39.251625,8938.567,219.83711,0.0,439.3005,3055.281,43.737488,666.52893,774.8945,103.50002,647.7553,126.74548,188.56631,270.65643,46.937153,87.07277,46.937077,0.02716176,0.052105226,0.027161613,2.1611621,-323.79907,12.96743,0.8531084,4.8530016,-0.0022857764,5.2137465,4.8515577,9.213774,6.853,10.780406,0.1058364,6.447648e-05,0.11196612,0.105793595,0.19865757,0.15490709,0.23612961,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,123.1407,85.83559,-0.0011437874,8.0,Spyware-TIBS-e865eef04b59aea48696726fd7a9765948b63bd071409e87ad27098c0eff95e8-3.raw
41.280937,16.869987,9.908341,0.0,215.7144,1637.4839,39.251625,8858.567,217.8859,0.0,861.6995,3016.281,43.737488,701.471,732.8945,104.50002,631.7553,126.74548,186.5663,271.65643,48.937153,88.07277,48.937077,0.02846638,0.052894216,0.028466232,3.1611621,-261.79895,18.96743,0.8531084,1.1469989,-0.0022857764,1.2137463,1.1484425,5.2137737,3.147,6.780406,0.020950273,6.447648e-05,0.02707999,0.02090747,0.12205301,0.07416175,0.16366585,137.99042,389.2228,220.90227,25.991432,24.076244,116.07608,0.0,122.1407,85.83559,-0.0011437874,8.0,Spyware-TIBS-a8a73e3006771393e65381a80da7a70bfcea6c9ff2e29617dd88f7a2e44c73d9-5.raw
42.719063,16.869987,9.916283,0.0,201.72746,1675.4839,38.296436,9253.567,222.31447,0.0,653.3005,3046.281,44.737488,680.529,778.8945,106.50002,666.7553,129.74548,181.4337,287.65643,46.937153,88.07277,46.937077,0.026577743,0.050631758,0.026577597,60.161163,18232.201,360.96744,12.053109,1.1469989,-0.0022857764,2.2137463,0.8515575,6.2137737,2.853,7.780406,0.019868022,6.447648e-05,0.048725013,0.019825218,0.13936903,0.070915006,0.17881736,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,85.83559,-0.0011437874,8.0,Spyware-Transponder-0f8316eda7466bc010197e89a21f851c8f5498983ed96d2f600c94235ca3009b-4.raw
41.719063,15.869987,10.269549,0.0,281.47632,1626.4839,38.618294,11829.567,283.6478,0.0,3324.3005,3068.281,45.262512,669.529,805.89453,105.50002,637.2447,120.74548,169.43369,264.65643,48.937153,90.07277,48.937077,0.028518729,0.05322695,0.028518584,2.1611621,-323.79907,12.96743,0.8531084,0.14699891,-0.0022857764,0.21374631,-0.14844249,4.2137737,2.1470003,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09824349,0.044885866,0.13985632,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,85.83559,-0.0011437874,8.0,Ransomware-Shade-4b1ab9178335e76d21ed426ee0fc4e4d595c1ce48f673ddb1549f5c3a300557f-2.raw
40.719063,15.869987,9.957122,0.0,215.69002,1629.4839,39.056503,8857.567,217.86151,0.0,440.3005,3035.281,43.737488,662.52893,742.8945,103.50002,644.7553,126.74548,188.56631,270.65643,46.937153,87.07277,46.937077,0.027328493,0.052416943,0.027328348,2.1611621,-323.79907,12.96743,0.8531084,3.853001,-0.0022857764,4.2137465,3.8515575,8.213774,5.8529997,9.780406,0.08602964,6.447648e-05,0.09215936,0.08598684,0.18078317,0.13606651,0.2192214,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,123.1407,85.83559,-0.0011437874,8.0,Trojan-Refroso-11efbb3a3c888fbd396ce7547d3db1d1-4.raw
43.719063,16.869987,10.056346,0.0,210.05531,1699.4839,38.53496,9236.567,212.2268,0.0,456.3005,3145.281,46.737488,709.529,818.8945,109.50002,658.2447,129.74548,196.5663,276.65643,48.937153,92.07277,48.937077,0.027296381,0.05211658,0.027296236,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09391448,0.048187733,0.13336281,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,86.83559,-0.0011437874,8.0,Spyware-180solutions-0b2be269a92c116e8457cd569c12351f5655978a3a90e33feda7f6f138d9d6ab-2.raw
38.719063,14.869987,10.74574,0.0,224.30415,1569.4839,40.105473,8775.567,226.47565,0.0,430.3005,3009.281,41.737488,651.529,784.8945,99.50002,629.2447,120.74548,183.56631,263.65643,49.937153,88.07277,49.937077,0.030156586,0.05385646,0.030156441,2.1611621,-323.79907,12.96743,0.8531084,2.853001,-0.0022857764,3.2137463,2.8515575,7.2137737,4.8529997,8.780406,0.068569325,6.447648e-05,0.07469904,0.068526514,0.16967206,0.121780805,0.21128489,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,86.83559,-0.0011437874,8.0,Trojan-Zeus-1e268628cb68557ce923d7a9011dec0d8a56d59c791da278a977d5e9e52e4a9d-2.raw
42.719063,16.869987,9.520933,0.0,208.83069,1665.4839,38.063877,8980.567,211.00218,0.0,456.3005,3060.281,45.737488,703.529,743.8945,107.50002,631.7553,126.74548,188.56631,274.65643,48.937153,91.07277,48.937077,0.027969899,0.052801393,0.027969753,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09602865,0.049244814,0.13653407,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,85.83559,-0.0011437874,8.0,Spyware-180solutions-0a8d52ca100b6a18aa54fd1918970b62d7cdc326480d3254cddb830ddeaaa6f0-5.raw
45.280937,18.869987,9.612407,0.0,202.42552,1694.4839,37.00393,9096.567,204.59702,0.0,884.6995,3070.281,47.737488,712.471,781.8945,111.50002,648.7553,132.74548,184.4337,276.65643,58.937153,103.07277,58.937077,0.03301869,0.058372896,0.033018544,2.1611621,-323.79907,12.96743,0.8531084,-0.14699897,-0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,5.780406,-0.002859251,6.447648e-05,0.003270465,-0.0029020559,0.09189428,0.041711263,0.13033251,137.99042,389.2228,220.90227,25.991432,24.076244,116.07608,0.0,122.1407,86.83559,-0.0011437874,8.0,Spyware-Gator-1a4abcda62741c4e2efd22dcc55cd5206e0cc8832cf448550199e28db072e4b5-4.raw
41.719063,15.869987,9.2219305,0.0,203.40488,1554.4839,36.904007,8551.567,210.39809,0.0,866.69946,2934.281,43.737488,678.529,698.8945,104.50002,597.2447,116.74548,184.56631,254.65643,48.937153,89.07277,48.937077,0.03014345,0.055602103,0.030143304,2.1611621,329.799,12.96743,0.8531084,2.853001,-0.0022857764,4.2137465,2.8515575,8.213774,4.8529997,9.780406,0.06380742,6.447648e-05,0.09215936,0.06376461,0.18078317,0.1138443,0.2192214,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,119.1407,86.83559,-0.0011437874,8.0,Trojan-Reconyc-7d7410ff778a90c81c717a55559c0f50-6.raw
40.280937,15.869987,9.854074,0.0,215.0144,1573.4839,38.64004,8621.567,217.1859,0.0,431.30054,2955.281,42.737488,662.52893,707.8945,101.50002,610.7553,123.74548,185.5663,265.65643,45.937153,85.07277,45.937077,0.027781582,0.05221304,0.027781436,2.1611621,-323.79907,12.96743,0.8531084,3.853001,-0.0022857764,4.2137465,3.8515575,8.213774,5.8529997,9.780406,0.088049844,6.447648e-05,0.094179556,0.08800703,0.18482357,0.13909683,0.22427191,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,122.1407,86.83559,-0.0011437874,8.0,Spyware-Transponder-0f996704391047a6c5884800b88b4911ef85e4bfc84458a36d41fd1bf873f0f5-5.raw
36.719063,15.869987,10.052046,0.0,187.6063,1384.4839,36.68801,6982.5674,189.77779,0.0,375.3005,2087.281,37.73749,565.529,618.8945,91.50002,457.7553,103.74548,124.43369,214.65643,40.93715,77.07277,40.937077,0.027979998,0.05450021,0.027979853,1.1611617,-324.79907,6.967432,0.8531084,5.853001,-0.0022857764,6.2137465,5.8515577,10.213774,7.853,10.780406,0.13667564,6.447648e-05,0.14280535,0.13663283,0.23556353,0.1887797,0.25281313,136.99042,385.2228,219.90227,26.008568,23.076244,114.07608,0.0,115.1407,87.83559,-0.0011437874,8.0,Spyware-TIBS-1981a8ad7e1e19ce11df0ba175d0e34fd8f1b1511b571dc00e362a078867d775-3.raw
38.719063,14.869987,9.976509,0.0,217.09901,1538.4839,38.74068,8494.567,219.27051,0.0,849.6995,2924.281,41.737488,652.529,699.8945,100.50002,602.7553,119.74548,183.56631,260.65643,44.937153,83.07277,44.937077,0.027882976,0.052316453,0.02788283,2.1611621,-323.79907,12.96743,0.8531084,6.853001,-0.0022857764,7.213746,6.8515577,11.213774,8.853,12.780406,0.14931467,6.447648e-05,0.15544438,0.14927186,0.24213582,0.19838536,0.27960786,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,121.1407,86.83559,-0.0011437874,8.0,Spyware-Transponder-0dcddfad933171346232bd3d5f1186d66126b0e0a0e15385856e9e15c2c02e15-6.raw
26.719063,8.8699875,13.486481,0.0,272.1218,1195.5161,44.603928,7455.5674,274.2933,0.0,751.6995,2629.281,29.73749,548.529,645.8945,71.50002,522.7553,107.74548,141.56631,219.65643,30.937153,57.072765,30.937075,0.023724768,0.045609474,0.023724623,1.1611617,-324.79907,6.967432,0.8531084,-0.14699897,0.0022857764,0.21374631,-0.14844249,4.2137737,1.8529997,4.7804065,-0.002859251,-6.447649e-05,0.003270465,-0.0029020559,0.15115353,0.07680726,0.18218435,137.99042,389.2228,221.09773,25.991432,24.076244,116.07608,0.0,119.8593,87.83559,0.0011437873,8.0,Spyware-TIBS-97a0246b1c3df21db4449c71eabd9e2e4c622adfc1c6d9a86e151c844c6f4c30-8.raw
45.719063,16.869987,9.818204,0.0,199.19864,1795.4839,38.958874,9762.567,219.39702,0.0,671.3005,3177.281,47.737488,740.529,842.8945,112.50002,708.2447,135.74548,196.43369,296.65643,54.937153,99.07277,54.937077,0.029042797,0.053038087,0.02904265,60.161163,18139.201,360.96744,10.019775,0.14699891,-0.0022857764,1.2137463,-0.14844249,5.2137737,1.8529997,6.780406,-0.002859251,6.447648e-05,0.025009597,-0.0029020559,0.11170104,0.046211448,0.14917308,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,123.1407,85.83559,-0.0011437874,8.0,Spyware-Transponder-01b09f3b2c9c26c45c21ecafdefca2db94886b32b8501400dbb3e4d4859ce420-3.raw
41.719063,15.869987,9.483835,0.0,206.78583,1591.4839,37.78496,8692.567,208.95732,0.0,450.3005,2987.281,44.737488,682.529,716.8945,106.50002,603.2447,119.74548,185.5663,263.65643,48.937153,90.07277,48.937077,0.029364381,0.054794926,0.029364234,2.1611621,329.799,12.96743,0.8531084,1.8530011,-0.0022857764,2.2137463,1.8515575,6.2137737,3.853,7.780406,0.042595293,6.447648e-05,0.048725013,0.04255249,0.13936903,0.09364227,0.17881736,137.99042,389.2228,220.90227,26.008568,24.076244,116.07608,0.0,121.1407,86.83559,-0.0011437874,8.0,Trojan-Reconyc-498e758e37146e298a7c0-6.raw
